English,Standard Arabic,Transliteration,Standard Arabic,Transliteration
news,,xabar,خبر,xabar
newss,أخبار,axbaar,أخبار,axbaar
current,حالي,Haali,حالي,Haali
latest, last, final,آخر,aaxir,آخر,aaxir
development,,taTawwur,تطوّر,taTawwur
developments,تطوّرات,taTawwuraat,تطوّرات,taTawwuraat
event,,Hadat,حدث,Hadat
events,أحداث,aHdaat,أحداث,aHdaat
situation, condition,,waD3,وضع,waD3
situation, conditions,أوضاع,awDaa3,أوضاع,awDaa3
state,,Haal,حال,Haal
states,أحوال,aHwaal,أحوال,aHwaal
circumstance,,Zarf,ظرف,Zarf
circumstances,ظروف,Zuruuf,ظروف,Zuruuf
topic, subject,,mawDuu3,موضوع,mawDuu3
topic, subjects,مواضيع,mawaaDii3,مواضيع,mawaaDii3
phenomenon,,Zaahira,ظاهرة,Zaahira
phenomenons,ظواهر,Zawaahir,ظواهر,Zawaahir
field,,majaal,مجال,majaal
fields,مجالات,majaalaat,مجالات,majaalaat
identity,,hawiyya,هوية,hawiyya
identitys,هويات,hawiyyaat,هويات,hawiyyaat
measure,,ijraa',اجراء,ijraa'
measures,اجراءات,ijraa'aat,اجراءات,ijraa'aat
list,,qaa'ima,قائمة,qaa'ima
lists,قوائم,qawaa'im,قوائم,qawaa'im
guest,,Deif,ضيف,Deif
guests,ضيوف,Duyuuf,ضيوف,Duyuuf
summit,,qimma,قمة,qimma
summits,قمات,qimmaat,قمات,qimmaat
meeting,,ijtimaa3,اجتماع,ijtimaa3
meetings,اجتماعات,ijtimaa3aat,اجتماعات,ijtimaa3aat
conference,,mu'tamar,مؤتمر,mu'tamar
conferences,مؤتمرات,mu'tamaraat,مؤتمرات,mu'tamaraat
symposium,,nadwa,ندوة,nadwa
symposiums,ندوات,nadawaat,ندوات,nadawaat
session or round,,doora,دورة,doora
session or rounds,دورات,dooraat,دورات,dooraat
session,,jalsa,جلسة,jalsa
sessions,جلسات,jalasaat,جلسات,jalasaat
to be held,انعقد – ينعقد ,in3aqada, yan3aqidu ,انعقد – ينعقد ,in3aqada, yan3aqidu 
contact, communication, phone call,,ittiSaal,اتصال,ittiSaal
contact, communication, phone calls,اتصالات مع | بـ,ittiSaalaat ma3a/bi,اتصالات مع | بـ,ittiSaalaat ma3a/bi
relations with,علاقات مع,3alaqaat ma3a,علاقات مع,3alaqaat ma3a
link, connection with,,raabiT,رابط,raabiT
link, connection withs,روابط بـ,rawaabiT bi,روابط بـ,rawaabiT bi
number, figure,,3adad,عدد,3adad
number, figures,أعداد,a3daad,أعداد,a3daad
common, shared,مشترك,muštarak,مشترك,muštarak
mutual,متبادل,mutabaadal,متبادل,mutabaadal
means, way,,sabiil,سبيل,sabiil
means, ways,سبل,subul,سبل,subul
manner, way, style,,Tariiqa,طريقة,Tariiqa
manner, way, styles,طرائق,Taraa'iq,طرائق,Taraa'iq
beginning,بداية,bidaaya,بداية,bidaaya
end,نهاية,nihaaya,نهاية,nihaaya
statement,,taSriiH,تصريح,taSriiH
statements,تصريحات,taSriiHaat,تصريحات,taSriiHaat
announcement, declaration; advertisement,,i3laan,اعلان,i3laan
announcement, declaration; advertisements,اعلانات,i3laanaat,اعلانات,i3laanaat
official (adj.),رسمي,rasmi,رسمي,rasmi
decision; resolution,,qaraar,قرار,qaraar
decision; resolutions,قرارات,qaraaraat,قرارات,qaraaraat
petition,,3ariiDa,عريضة,3ariiDa
petitions,عرائض,3araa'iD,عرائض,3araa'iD
initiative,,mubaadara,مبادرة,mubaadara
initiatives,مبادرات,mubaadaraat,مبادرات,mubaadaraat
suggestion,,iqtiraaH,اقتراح,iqtiraaH
suggestions,اقتراحات,iqtiraaHaat,اقتراحات,iqtiraaHaat
hypothetical,افتراضي,iftiraaDi,افتراضي,iftiraaDi
plan,,xiTTa,خطة,xiTTa
plans,خطط,xuTaT,خطط,xuTaT
project,,mašruu3,مشروع,mašruu3
projects,مشاريع,mašaarii3,مشاريع,mašaarii3
speech,,xiTaab,خطاب,xiTaab
speechs,خطابات,xiTaabaat,خطابات,xiTaabaat
reply, response,,radd,ردّ,radd
reply, responses,ردود,ruduud,ردود,ruduud
reaction,ردّ فعل,radd fi3l,ردّ فعل,radd fi3l
development,تنمية,tanmiyya,تنمية,tanmiyya
growth,نمو,numuww,نمو,numuww
continuing,مستمر,mustamirr,مستمر,mustamirr
prepared,مستعد,musta3idd,مستعد,musta3idd
agenda,برنامج عمل,barnaamaj 3amal,برنامج عمل,barnaamaj 3amal
control, hegemony,هيمنة,haymana,هيمنة,haymana
interest,,maSlaHa,مصلحة,maSlaHa
interests,مصالح,maSaaliH,مصالح,maSaaliH
will,ارادة,iraada,ارادة,iraada
desire,,raġba,رغبة,raġba
desires,رغبات في,raġabaat fi,رغبات في,raġabaat fi
observer,,muraaqib,مراقب,muraaqib
observers,مراقبون,muraaqibuun,مراقبون,muraaqibuun
vision,,ru'iya,رؤية,ru'iya
visions,رؤى,ru'a,رؤى,ru'a
comprehensive,شامل,šaamil,شامل,šaamil
complete,كامل,kaamil,كامل,kaamil
basis, foundation,,asaas,أساس,asaas
basis, foundations,أسس,usus,أسس,usus
accusation,,ittihaam,اتّهام,ittihaam
accusations,اتّهامات,ittihaamaat,اتّهامات,ittihaamaat
invalid, baseless,باطل,baaTil,باطل,baaTil
demonstration,,muZaahara,مظاهرة,muZaahara
demonstrations,مظاهرات,muZaaharaat,مظاهرات,muZaaharaat
crowded,حاشد,Haašid,حاشد,Haašid
march,,masiira,مسيرة,masiira
marchs,مسيرات,masiiraat,مسيرات,masiiraat
parade,,isti3raaD,استعراض,isti3raaD
parades,استعراضات,isti3raaDaat,استعراضات,isti3raaDaat
riot(s),شغب,šaġab,شغب,šaġab
popular demand,اقبال شعبي,iqbaal ša3bi,اقبال شعبي,iqbaal ša3bi
sit-in,,i3tiSaam,اعتصام,i3tiSaam
sit-ins,اعتصامات,i3tiSaamaat,اعتصامات,i3tiSaamaat
strike,,iDraab,اضراب,iDraab
strikes,اضرابات,iDraabaat,اضرابات,iDraabaat
protesting cry,,hutaaf,هتاف,hutaaf
protesting crys,هتافات,hutaafaat,هتافات,hutaafaat
sign or leaflet,,laafita,لافتة,laafita
sign or leaflets,لافتات,laafitaat,لافتات,laafitaat
international,دولي,dawli,دولي,dawli
regional,إقليمي,iqliimi,إقليمي,iqliimi
local,محلي,maHalli,محلي,maHalli
bilateral,تنائي,tanaa'i,تنائي,tanaa'i
choice,,xiyaar,خيار,xiyaar
choices,خيارات,xiyaaraat,خيارات,xiyaaraat
investigation,,taHqiiq,تحقيق,taHqiiq
investigations,تحقيقات,taHqiiqaat,تحقيقات,taHqiiqaat
position, stand (ex. on an issue),,mawqif,موقف,mawqif
position, stand (ex. on an issue)s,مواقف,mawaaqif,مواقف,mawaaqif
operation; process,,3amaliyya,عملية,3amaliyya
operation; processs,عمليات,3amaliyyaat,عمليات,3amaliyyaat
pressure on,,DaġT,ضغط,DaġT
pressure ons,ضغوط على,DuġuuT 3ala,ضغوط على,DuġuuT 3ala
sudden,مفاجئ,mufaaji',مفاجئ,mufaaji'
legitimate,مشروع,mašruu3,مشروع,mašruu3
borders (or limits),حدود    حدّ,Huduud  Hadd,حدود    حدّ,Huduud  Hadd
wall,,suur,سور,suur
walls,أسوار,aswaar,أسوار,aswaar
letter, message,,risaala,رسالة,risaala
letter, messages,رسائل,rasaa'il,رسائل,rasaa'il
content,,maDmuun,مضمون,maDmuun
contents,مضامين,maDaamiin,مضامين,maDaamiin
element (of a group),,3unSur,عنصر,3unSur
element (of a group)s,عناصر,3anaaSir,عناصر,3anaaSir
gang,,3iSaaba,عصابة,3iSaaba
gangs,عصابات,3iSaabaat,عصابات,3iSaabaat
activist,,naašiT,ناشط,naašiT
activists,ناشطون,naašiTuun,ناشطون,naašiTuun
volunteer,,mutaTawwi3,متطوع,mutaTawwi3
volunteers,متطوعة,mutaTawwi3a,متطوعة,mutaTawwi3a
charity (as a concept, not a charitable organization),خيرية,xayriyya,خيرية,xayriyya
hiding place,,maxba',مخبأ,maxba'
hiding places,مخابئ,maxaabi',مخابئ,maxaabi'
unknown,مجهول,majhuul,مجهول,majhuul
alert,استنفار,istinfaar,استنفار,istinfaar
chain,,silsila,سلسلة,silsila
chains,سلاسل,salaasil,سلاسل,salaasil
source,,maSdar,مصدر,maSdar
sources,مصادر,maSaadir,مصادر,maSaadir
personal,شخصي,šaxSi,شخصي,šaxSi
area, front, arena,,saaHa,ساحة,saaHa
area, front, arenas,ساحات,saaHaat,ساحات,saaHaat
framework,,iTaar,اطار,iTaar
frameworks,اطارات,iTaaraat,اطارات,iTaaraat
patrol,,dawra,دورة,dawra
patrols,دوريات,dawriyaat,دوريات,dawriyaat
extensive,موسع,muwassa3,موسع,muwassa3
wide,واسع,waasi3,واسع,waasi3
level,,mustawa,مستوى,mustawa
levels,مستويات,mustawayaat,مستويات,mustawayaat
guaranteeing,كفيل بـ,kafiil bi,كفيل بـ,kafiil bi
character or stamp,,Taabi3,طابع,Taabi3
character or stamps,طوابع,Tawaabi3,طوابع,Tawaabi3
size,,Hajm,حجم,Hajm
sizes,أحجام,aHjaam,أحجام,aHjaam
amount,,HaSiila,حصيلة,HaSiila
amounts,حصائل,HaSaa'il,حصائل,HaSaa'il
coming from,قادما من,qaadiman min,قادما من,qaadiman min
going to, heading to,متوجها إلى,mutawajjihan ila,متوجها إلى,mutawajjihan ila
extraordinary,استثنائي,istitnaa'i,استثنائي,istitnaa'i
influence,تأثير على,ta'tiir 3ala,تأثير على,ta'tiir 3ala
checkpoint,نقطة تفتيش,nuqTat taftiiš,نقطة تفتيش,nuqTat taftiiš
settlement,,mustawTina,مستوطنة,mustawTina
settlements,مستوطنات,mustawTinaat,مستوطنات,mustawTinaat
refugee,,laaji',لاجئ,laaji'
refugees,لاجئون,laaji'uun,لاجئون,laaji'uun
camp,,muxayyam,مخيم,muxayyam
camps,مخيمات,muxayyamaat,مخيمات,muxayyamaat
total,اجمالي,ijmaali,اجمالي,ijmaali
certainty,ثقة,tiqqa,ثقة,tiqqa
doubt,,šakk,شك,šakk
doubts,شكوك,šukuuk,شكوك,šukuuk
offer,,3arD,عرض,3arD
offers,عروض,3uruuD,عروض,3uruuD
colonialism,استعمار,isti3maar,استعمار,isti3maar
entity,كيان,kiyaan,كيان,kiyaan
renaissance, revival,نهضة,nahDa,نهضة,nahDa
trend, movement,,tayyaar,تيار,tayyaar
trend, movements,تيارات,tayyaaraat,تيارات,tayyaaraat
ideological,عقائدي,3aqaa'idi,عقائدي,3aqaa'idi
complementing,مكمّل,mukammil,مكمّل,mukammil
aiming at,رامي إلى,raami ila,رامي إلى,raami ila
wealth,,tarwa,ثروة,tarwa
wealths,ثروات,tarawaat,ثروات,tarawaat
effective,فعال,fa33aal,فعال,fa33aal
useful,مفيد,mufiid,مفيد,mufiid
flag,,3alam,علم,3alam
flags,أعلام,a3laam,أعلام,a3laam
flag, banner,,raaya,راية,raaya
flag, banners,رايات,raayaat,رايات,raayaat
term (period of time),,fitra,فترة,fitra
term (period of time)s,فترات,fitaraat,فترات,fitaraat
term (period in office) or state,,wilaaya,ولاية,wilaaya
term (period in office) or states,ولايات,wilaayaat,ولايات,wilaayaat
oil,نفط,nafT,نفط,nafT
crude (sometimes used alone in ref. to oil),خام,xaam,خام,xaam
blaze, fire,حريق,Hariiq,حريق,Hariiq
fire,نار,naar,نار,naar
misunderstanding,سوء تفاهم,suu' tafaahum,سوء تفاهم,suu' tafaahum
through, via,عبر,3abr,عبر,3abr
by means of, through,من طريق,min Tariiq,من طريق,min Tariiq
almost, about,نحو,naHw,نحو,naHw
resulting from,جراء,jarraa',جراء,jarraa'
in order to, for the sake of,من أجل,min ajl,من أجل,min ajl
during,خلال,xilaal,خلال,xilaal
in the period of...,إبان,ibbaan,إبان,ibbaan
while,فيما,fiima,فيما,fiima
since,منذ,mundu,منذ,mundu
at, by (place or time),لدى,lada,لدى,lada
within (a period of time),في غضون,fi ġuDuun,في غضون,fi ġuDuun
until or in order to,حتى,Hatta,حتى,Hatta
immediately,فورا,fawran,فورا,fawran
recently,مؤخرا,mu'axxiran,مؤخرا,mu'axxiran
previous,سابق,saabiq,سابق,saabiq
next, coming,قادم,qaadim,قادم,qaadim
shortly before, just prior to,قبيل,qabiil,قبيل,qabiil
as a prelude to,تمهيدا لـ,tamhiidan li,تمهيدا لـ,tamhiidan li
imminent,مرتقب,murtaqab,مرتقب,murtaqab
after,في أعقاب,fi a3qaab,في أعقاب,fi a3qaab
immediately after, right after,إثر,itra,إثر,itra
later on,لاحقا,laaHiqan,لاحقا,laaHiqan
accordingly, in exchange for that,مقابل ذلك,muqaabil daalik,مقابل ذلك,muqaabil daalik
aside from, not to mention,فضلا عن,faDlan 3an,فضلا عن,faDlan 3an
either/whether __ or __,سواء __ أم __,sawaa' __ am __,سواء __ أم __,sawaa' __ am __
in view of; with respect to,من حيث ,min Haytu ,من حيث ,min Haytu 
where,حيث,Haytu,حيث,Haytu
(at the time) when,حين,Hiin,حين,Hiin
considering, in light of,في ضوء,fi Doo',في ضوء,fi Doo'
considering (the fact that), in light of (the fact that),على اعتبار أن,3ala i3tibaar anna,على اعتبار أن,3ala i3tibaar anna
especially, particularly,خاصة,xaaSSatan,خاصة,xaaSSatan
sooner or later,عاجل أم آجلا,3aajilan am aajlan,عاجل أم آجلا,3aajilan am aajlan
on another hand, in a separate development,من جهة أخرى,min jiha uxra,من جهة أخرى,min jiha uxra